,adult,budget,genres,id,imdb_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,vote_count
89,FALSE,15000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",129,tt0245429,ja,41.048867,"[{'name': 'Studio Ghibli', 'id': 10342}]",7/20/2001,274925095.0,125.0,Released,Spirited Away,8.3,3968.0
92,FALSE,26000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",134,tt0190590,en,12.434175,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mike Zoss Productions', 'id': 2092}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Working Title Films', 'id': 10163}]",8/30/2000,71868327.0,106.0,Released,"O Brother, Where Art Thou?",7.3,1144.0
95,FALSE,14600000,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",137,tt0107048,en,12.989627,"[{'name': 'Columbia Pictures', 'id': 5}]",2/11/1993,70906973.0,101.0,Released,Groundhog Day,7.4,2358.0
96,FALSE,355000,"[{'id': 27, 'name': 'Horror'}]",138,tt0021814,en,7.503126,"[{'name': 'Universal Pictures', 'id': 33}]",2/12/1931,1012189.0,72.0,Released,Dracula,7.2,254.0
98,FALSE,5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",140,tt0275491,es,7.66414,"[{'name': 'Televisión Española TVE', 'id': 6780}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'El Deseo S.A.', 'id': 11736}]",3/19/2004,40266982.0,106.0,Released,Bad Education,7.1,223.0
99,FALSE,6000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",141,tt0246578,en,18.303148,"[{'name': 'Pandora Cinema', 'id': 185}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Flower Films', 'id': 2214}, {'name': 'Adam Fields Productions', 'id': 3334}]",1/18/2001,1270522.0,113.0,Released,Donnie Darko,7.7,3574.0
100,FALSE,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",142,tt0388795,en,11.787044,"[{'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Good Machine', 'id': 10565}]",9/2/2005,178043761.0,134.0,Released,Brokeback Mountain,7.5,1531.0
101,FALSE,1250000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",143,tt0020629,en,15.235056,"[{'name': 'Universal Pictures', 'id': 33}]",4/29/1930,0.0,133.0,Released,All Quiet on the Western Front,7.5,166.0
102,FALSE,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",144,tt0093191,de,6.357321,"[{'name': 'Road Movies Filmproduktion GmbH', 'id': 45}, {'name': 'Argos Films', 'id': 6116}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}]",1/1/1987,3200000.0,128.0,Released,Wings of Desire,7.5,256.0
104,FALSE,17000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",146,tt0190332,zh,19.944953,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Columbia Pictures Film Production Asia', 'id': 2798}, {'name': 'Good Machine', 'id': 10565}, {'name': 'EDKO Film', 'id': 12205}, {'name': 'Asia Union Film & Entertainment Ltd.', 'id': 20289}, {'name': 'United China Vision', 'id': 20290}, {'name': 'Zoom Hunt International Productions Company Ltd.', 'id': 20291}]",10/1/2000,213525736.0,120.0,Released,"Crouching Tiger, Hidden Dragon",7.2,949.0
106,FALSE,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",148,tt0430576,en,12.775583,"[{'name': 'Hotshot Films', 'id': 78}]",12/15/2005,0.0,112.0,Released,The Secret Life of Words,6.8,52.0
107,FALSE,8000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",149,tt0094625,ja,10.888917,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Toho Company', 'id': 882}, {'name': 'Mainichi Broadcasting System (MBS)', 'id': 3363}, {'name': 'Kodansha', 'id': 6999}, {'name': 'Tokyo Movie Shinsha (TMS)', 'id': 9155}, {'name': 'TMS Entertainment', 'id': 10919}, {'name': 'Akira Committee Company Ltd.', 'id': 10920}, {'name': 'Sumitomo Corporation', 'id': 10921}]",7/16/1988,553171.0,124.0,Released,Akira,7.8,792.0
108,FALSE,12000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",150,tt0083511,en,15.297121,"[{'name': 'Paramount Pictures', 'id': 4}]",12/7/1982,78868508.0,96.0,Released,48 Hrs.,6.5,364.0
109,FALSE,35000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",152,tt0079945,en,8.277765,"[{'name': 'Paramount Pictures', 'id': 4}]",12/6/1979,139000000.0,132.0,Released,Star Trek: The Motion Picture,6.2,541.0
110,FALSE,4000000,"[{'id': 18, 'name': 'Drama'}]",153,tt0335266,en,11.609441,"[{'name': 'American Zoetrope', 'id': 70}]",8/31/2003,119723856.0,102.0,Released,Lost in Translation,7.3,1943.0
111,FALSE,12000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",154,tt0084726,en,7.160236,"[{'name': 'Paramount Pictures', 'id': 4}]",6/3/1982,96800000.0,113.0,Released,Star Trek II: The Wrath of Khan,7.3,688.0
112,FALSE,185000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",155,tt0468569,en,123.167259,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}]",7/16/2008,1004558444.0,152.0,Released,The Dark Knight,8.3,12269.0
114,FALSE,18000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",157,tt0088170,en,6.197298,"[{'name': 'Paramount Pictures', 'id': 4}]",5/31/1984,87000000.0,105.0,Released,Star Trek III: The Search for Spock,6.4,443.0
118,FALSE,85000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",161,tt0240772,en,12.114932,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Section Eight', 'id': 129}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films II', 'id': 24939}]",12/7/2001,450717150.0,116.0,Released,Ocean's Eleven,7.2,3857.0
119,FALSE,20000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",162,tt0099487,en,17.612244,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",12/5/1990,53000000.0,105.0,Released,Edward Scissorhands,7.5,3731.0
120,FALSE,110000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",163,tt0349903,en,11.869347,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Section Eight', 'id': 129}, {'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films III', 'id': 12202}]",12/9/2004,362744280.0,125.0,Released,Ocean's Twelve,6.4,2169.0
121,FALSE,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",164,tt0054698,en,10.879289,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jurow-Shepherd', 'id': 11355}]",10/5/1961,9500000.0,110.0,Released,Breakfast at Tiffany's,7.6,1082.0
122,FALSE,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",165,tt0096874,en,13.689855,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]",11/20/1989,332000000.0,108.0,Released,Back to the Future Part II,7.4,3926.0
124,FALSE,48000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",167,tt0272152,en,12.400152,"[{'name': 'Intermedia Films', 'id': 763}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Pathé Pictures International', 'id': 1178}, {'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'id': 19116}]",10/22/2001,50315140.0,120.0,Released,K-PAX,7.1,710.0
125,FALSE,24000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",168,tt0092007,en,12.596956,"[{'name': 'Paramount Pictures', 'id': 4}]",11/25/1986,133000000.0,119.0,Released,Star Trek IV: The Voyage Home,6.9,490.0
126,FALSE,35000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",169,tt0100403,en,11.736241,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Silver Pictures', 'id': 1885}]",11/20/1990,57120318.0,108.0,Released,Predator 2,6.0,743.0
127,FALSE,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",170,tt0289043,en,17.656951,"[{'name': 'DNA Films', 'id': 284}, {'name': 'British Film Council', 'id': 10889}]",10/31/2002,82719885.0,113.0,Released,28 Days Later,7.1,1816.0
129,FALSE,30000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",172,tt0098382,en,12.308007,"[{'name': 'Paramount Pictures', 'id': 4}]",6/9/1989,70200000.0,107.0,Released,Star Trek V: The Final Frontier,5.6,384.0
130,FALSE,5000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",173,tt0046672,en,8.722406,"[{'name': 'Walt Disney Productions', 'id': 3166}]",12/23/1954,28200000.0,127.0,Released,"20,000 Leagues Under the Sea",6.9,160.0
131,FALSE,27000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",174,tt0102975,en,5.90057,"[{'name': 'Paramount Pictures', 'id': 4}]",12/5/1991,96900000.0,113.0,Released,Star Trek VI: The Undiscovered Country,6.7,421.0
133,FALSE,1200000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",176,tt0387564,en,23.508433,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Evolution Entertainment', 'id': 23019}, {'name': 'Saw Productions Inc.', 'id': 55405}]",10/1/2004,103911669.0,103.0,Released,Saw,7.2,2255.0
134,FALSE,24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",177,tt0101889,en,11.184385,"[{'name': 'TriStar Pictures', 'id': 559}]",9/9/1991,41895491.0,137.0,Released,The Fisher King,7.2,346.0
136,FALSE,80000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",179,tt0373926,en,12.047671,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Motion Picture JOTA Produktions', 'id': 20194}]",4/8/2005,162944923.0,128.0,Released,The Interpreter,6.2,400.0
137,FALSE,102000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",180,tt0181689,en,20.666063,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Tulip Productions', 'id': 766}, {'name': 'Ronald Shusett/Gary Goldman', 'id': 26265}, {'name': 'Digital Image Associates', 'id': 76068}]",6/20/2002,358372926.0,145.0,Released,Minority Report,7.1,2663.0
138,FALSE,32000000,"[{'id': 10752, 'name': 'War'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",182,tt0452624,en,5.290831,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Section Eight Productions', 'id': 14315}, {'name': 'Sunset Gower Studios', 'id': 70319}]",12/8/2006,5914908.0,108.0,Released,The Good German,5.9,87.0
139,FALSE,6000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",183,tt0098663,en,5.763954,"[{'name': 'Universal Pictures', 'id': 33}]",12/15/1989,14278900.0,100.0,Released,The Wizard,6.1,83.0
140,FALSE,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",184,tt0119396,en,16.415498,"[{'name': 'Miramax Films', 'id': 14}]",12/24/1997,39673162.0,154.0,Released,Jackie Brown,7.3,1580.0
141,FALSE,2200000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",185,tt0066921,en,17.112594,"[{'name': 'Hawk Films', 'id': 88}, {'name': 'Warner Bros.', 'id': 6194}]",12/18/1971,26589000.0,136.0,Released,A Clockwork Orange,8.0,3432.0
142,FALSE,27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",186,tt0425210,en,11.15092,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'FilmEngine', 'id': 816}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Ascendant Pictures', 'id': 1204}, {'name': 'VIP Medienfonds 4', 'id': 2116}, {'name': 'The Complex Studio', 'id': 21962}]",2/24/2006,56308881.0,110.0,Released,Lucky Number Slevin,7.4,1356.0
143,FALSE,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",187,tt0401792,en,15.010525,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'Miramax', 'id': 53009}]",4/1/2005,158733820.0,124.0,Released,Sin City,7.2,2755.0
144,FALSE,65000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",189,tt0458481,en,20.623642,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'AR Films', 'id': 11005}, {'name': 'Aldamisa Entertainment', 'id': 11006}, {'name': 'Demarest Films', 'id': 13241}, {'name': 'Solipsist Film', 'id': 29076}, {'name': 'Residaco', 'id': 41658}]",8/20/2014,39407616.0,102.0,Released,Sin City: A Dame to Kill For,6.3,1314.0
145,FALSE,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",192,tt0091605,en,11.469751,"[{'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Les Films Ariane', 'id': 7110}, {'name': 'RAI Radiotelevisione Italiana', 'id': 20091}, {'name': 'Cristaldifilm', 'id': 45693}]",9/24/1986,77200000.0,130.0,Released,The Name of the Rose,7.2,739.0
146,FALSE,38000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",193,tt0111280,en,8.105708,"[{'name': 'Paramount Pictures', 'id': 4}]",11/17/1994,120000000.0,118.0,Released,Star Trek: Generations,6.4,461.0
147,FALSE,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",194,tt0211915,fr,12.879381,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Claudie Ossard Productions', 'id': 592}, {'name': 'MMC Independent', 'id': 4411}, {'name': 'Canal+', 'id': 5358}, {'name': 'Tapioca Films', 'id': 12000}, {'name': 'Sofica Sofinergie 5', 'id': 23446}, {'name': 'Victoires Productions', 'id': 25020}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 27897}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 30994}]",4/25/2001,173921954.0,122.0,Released,Amélie,7.8,3403.0
149,FALSE,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",196,tt0099088,en,13.043999,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]",5/25/1990,244527583.0,118.0,Released,Back to the Future Part III,7.1,2978.0
150,FALSE,72000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",197,tt0112573,en,20.755149,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'B.H. Finance C.V.', 'id': 11353}]",5/24/1995,210000000.0,177.0,Released,Braveheart,7.7,3404.0
152,FALSE,46000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",199,tt0117731,en,8.808497,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Digital Image Associates', 'id': 76068}]",11/21/1996,150000000.0,111.0,Released,Star Trek: First Contact,7.0,671.0
153,FALSE,70000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",200,tt0120844,en,9.538877,"[{'name': 'Paramount Pictures', 'id': 4}]",12/10/1998,118000000.0,103.0,Released,Star Trek: Insurrection,6.3,402.0
154,FALSE,60000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",201,tt0253754,en,11.367801,"[{'name': 'Paramount Pictures', 'id': 4}]",12/13/2002,67312826.0,117.0,Released,Star Trek: Nemesis,6.1,488.0
155,FALSE,500000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",203,tt0070379,en,8.212399,"[{'name': 'Scorsese Productions', 'id': 120}]",10/2/1973,3000000.0,110.0,Released,Mean Streets,7.2,359.0
157,FALSE,17500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",205,tt0395169,en,10.262332,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'United Artists', 'id': 60}, {'name': 'Industrial Development Corporation of South Africa', 'id': 564}, {'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Miracle Pictures', 'id': 2760}, {'name': 'Sixth Sense Productions', 'id': 7495}, {'name': 'Mikado Film', 'id': 11912}, {'name': 'Inside Track Films', 'id': 19834}]",9/11/2004,38000000.0,121.0,Released,Hotel Rwanda,7.5,805.0
159,FALSE,16400000,"[{'id': 18, 'name': 'Drama'}]",207,tt0097165,en,19.905716,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]",6/2/1989,235860116.0,129.0,Released,Dead Poets Society,8.1,2786.0
161,FALSE,1120175,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",212,tt0036613,en,13.99011,"[{'name': 'Warner Bros.', 'id': 6194}]",9/23/1944,0.0,118.0,Released,Arsenic and Old Lace,7.4,234.0
162,FALSE,4000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",213,tt0053125,en,12.410427,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",7/7/1959,13275000.0,136.0,Released,North by Northwest,7.8,1062.0
163,FALSE,10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",214,tt0489270,en,14.938035,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Evolution Entertainment', 'id': 23019}]",10/27/2006,163876815.0,108.0,Released,Saw III,6.1,1104.0
164,FALSE,4000000,"[{'id': 27, 'name': 'Horror'}]",215,tt0432348,en,15.399863,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Got Films', 'id': 1053}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Evolution Entertainment', 'id': 23019}, {'name': 'Saw 2 Productions', 'id': 64651}]",10/28/2005,152925093.0,92.0,Released,Saw II,6.3,1288.0
165,FALSE,130000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",216,tt0071141,de,5.855308,"[{'name': 'Filmverlag der Autoren', 'id': 10869}, {'name': 'Tango Film', 'id': 11626}]",3/5/1974,0.0,93.0,Released,Ali: Fear Eats the Soul,7.5,74.0
166,FALSE,185000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",217,tt0367882,en,12.577266,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]",5/21/2008,786636033.0,122.0,Released,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2558.0
167,FALSE,6400000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",218,tt0088247,en,19.293562,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Hemdale Film', 'id': 3952}, {'name': 'Cinema 84', 'id': 4764}, {'name': 'Euro Film Funding', 'id': 7745}]",10/26/1984,78371200.0,108.0,Released,The Terminator,7.4,4208.0
168,FALSE,12899867,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",219,tt0441909,es,6.302926,"[{'name': 'El Deseo', 'id': 49}]",3/16/2006,85582407.0,121.0,Released,Volver,7.3,419.0
169,FALSE,1,"[{'id': 18, 'name': 'Drama'}]",220,tt0048028,en,6.42883,"[{'name': 'Warner Bros.', 'id': 6194}]",3/9/1955,5.0,115.0,Released,East of Eden,7.5,163.0
170,FALSE,1500000,"[{'id': 18, 'name': 'Drama'}]",221,tt0048545,en,10.968169,"[{'name': 'Warner Bros.', 'id': 6194}]",10/27/1955,0.0,111.0,Released,Rebel Without a Cause,7.6,351.0
172,FALSE,1288000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",223,tt0032976,en,8.590813,"[{'name': 'Selznick International Pictures', 'id': 1553}]",4/12/1940,6000000.0,130.0,Released,Rebecca,7.7,346.0
175,FALSE,2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",226,tt0171804,en,6.536006,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'The Independent Film Channel Productions', 'id': 54}, {'name': 'IFC Films', 'id': 307}, {'name': 'Killer Films', 'id': 1422}, {'name': 'Hart-Sharp Entertainment', 'id': 11351}]",9/2/1999,11540607.0,118.0,Released,Boys Don't Cry,7.2,360.0
